no_municipio,nome_escola_siope,esc,nome_dependencia_administrativa,nome_escola_secretaria,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero
uchoa,DIRCE DOS SANTOS BAFFI PROFA EM,dirce dos santos baffi profa em,MUNICIPAL,DIRCE DOS SANTOS BAFFI PROFA EM,211278,35211278,SAO MIGUEL,UCHOA,15890000,AVENIDA,ROMEU ROSSELLI,145
uchoa,HERMINIA RODRIGUES MAFRA PROFA EM,herminia rodrigues mafra profa em,MUNICIPAL,HERMINIA RODRIGUES MAFRA PROFA EM,228758,35228758,SAO MIGUEL,UCHOA,15890000,AVENIDA,RUA SANTOS MAZZI,69
macatuba,JOSE CORSINI PADRE EM,jose corsini padre em,MUNICIPAL,JOSE CORSINI PADRE EM,447821,35447821,JARDIM PANAROMA,MACATUBA,17290000,RUA,RUA MATHEUS LISTA,220
macatuba,WALDOMIRO FANTINI EM,waldomiro fantini em,MUNICIPAL,WALDOMIRO FANTINI EM,64142,35064142,JARDIM EUROPA,MACATUBA,17290000,RUA,AVENIDA BRASIL,665
macatuba,CRISTO REI EMEI,cristo rei emei,MUNICIPAL,CRISTO REI EMEI,64609,35064609,JARDIM BOCAIUVA,MACATUBA,17290000,RUA,RUA LOURENCO BENTO,3 97
macatuba,ODILA GALLI LISTA EM,odila galli lista em,MUNICIPAL,ODILA GALLI LISTA EM,240953,35240953,CENTRO,MACATUBA,17290000,"",RUA JOAO BATISTA CAVALARI,844
paulistania,CRECHE MUNICIPAL APARECIDA GOMES FREITAS,creche municipal aparecida gomes freitas,MUNICIPAL,CRECHE MUNICIPAL APARECIDA GOMES FREITAS,131167,35131167,CONJUNTO HABITACIONAL MANOEL FRANCISCO CASACA,PAULISTANIA,17150000,RUA,RUA IDERME TENCA JUNIOR,47
paulistania,SEBASTIAO DE OLIVEIRA ROCHA PADRE EMEF,sebastiao de oliveira rocha padre emef,MUNICIPAL,SEBASTIAO DE OLIVEIRA ROCHA PADRE EMEF,274537,35274537,CENTRO,PAULISTANIA,17150000,RUA,RUA IDERME TENCA JUNIOR,39
salto grande,FURTUNATO FIGUEIRA PREFEITO ESCOLA MUNICIPAL,furtunato figueira prefeito escola municipal,MUNICIPAL,FURTUNATO FIGUEIRA PREFEITO ESCOLA MUNICIPAL,69541,35069541,CENTRO,SALTO GRANDE,19920000,RUA,AVENIDA DEP ANTONIO SILVA CUNHA BUENO,1101
salto grande,CORALY DE SOUZA FREIRE PROFA EM,coraly de souza freire profa em,MUNICIPAL,CORALY DE SOUZA FREIRE PROFA EM,230376,35230376,VILA SAO JOAO,SALTO GRANDE,19920000,RUA,RUA RODRIGUES ALVES,125
salto grande,THEREZA FAVALI POCAY PROFA EM,thereza favali pocay profa em,MUNICIPAL,THEREZA FAVALI POCAY PROFA EM,211825,35211825,CENTRO,SALTO GRANDE,19920000,RUA,RUA RUI BARBOSA,362
osvaldo cruz,ROSA RUTH RUGGIA MARTINS PROFA EMEFI,rosa ruth ruggia martins profa emefi,MUNICIPAL,ROSA RUTH RUGGIA MARTINS PROFA EMEFI,272644,35272644,JD ALVORADA,OSVALDO CRUZ,17700000,RUA,RUA ESMERALDA,45
bocaina,ARCA DE NOE CENTRO MUNICIPAL DE EDUCACAO INFANTIL,arca de noe centro municipal de educacao infantil,MUNICIPAL,ARCA DE NOE CENTRO MUNICIPAL DE EDUCACAO INFANTIL,235283,35235283,CONJUNTO VITORIO MARANGONI,BOCAINA,17240000,RUA,RUA DOUTOR OZORIO FERREIRA DIAS,655
nova luzitania,NATAL BARRETO PROF CENTRO DE EDUCACAO INFANTIL MUNICIPAL,natal barreto prof centro de educacao infantil municipal,MUNICIPAL,NATAL BARRETO PROF CENTRO DE EDUCACAO INFANTIL MUNICIPAL,447286,35447286,CENTRO,NOVA LUZITANIA,15340000,PREDIO,IZABEL MARIA DA CONCEICAO,2005
nova luzitania,JOSE AUGUSTO GAMA DE SOUZA EM,jose augusto gama de souza em,MUNICIPAL,JOSE AUGUSTO GAMA DE SOUZA EM,226488,35226488,CENTRO,NOVA LUZITANIA,15340000,RUA,RUA ERNESTO CAVALINI,1617
tatui,JOAQUIM DA SILVA CAMPOS EMEI,joaquim da silva campos emei,MUNICIPAL,JOAQUIM DA SILVA CAMPOS EMEI,406697,35406697,VILA PAULINA,TATUI,18276400,RUA,BENEDITO PEREIRA MACHADO,SN
tatui,ACCACIO VIEIRA DE CAMARGO PROF EM,accacio vieira de camargo prof em,MUNICIPAL,ACCACIO VIEIRA DE CAMARGO PROF EM,196459,35196459,VILA SAO CRISTOVAO,TATUI,18280018,PRACA,DEOCACIR DE OLIVEIRA E SILVA,170
tatui,MARIA ELI DA SILVA CAMARGO PROFA EM,maria eli da silva camargo profa em,MUNICIPAL,MARIA ELI DA SILVA CAMARGO PROFA EM,269293,35269293,JARDIM ROSA GARCIA,TATUI,18275280,RUA,JOSE AGUIAR FOGACA,200
guariba,RAUL BAUAB DOUTOR EMEB,raul bauab doutor emeb,MUNICIPAL,RAUL BAUAB DOUTOR EMEB,201133,35201133,COHAB I,GUARIBA,14840000,AVENIDA,AVENIDA RIBEIRAO PRETO,240
guariba,ANDREA GODOI WIK DELFINO PROFA EMEB,andrea godoi wik delfino profa emeb,MUNICIPAL,ANDREA GODOI WIK DELFINO PROFA EMEB,470348,35470348,JARDIM PROGRESSO,GUARIBA,14840000,AVENIDA,RUA TUFIC JOSE ABIMUSSI,333
guariba,CRECHE PROFA MARIA DOLORES GOMES PERES GARAVELLO,creche profa maria dolores gomes peres garavello,MUNICIPAL,CRECHE PROFA MARIA DOLORES GOMES PERES GARAVELLO,582645,35582645,RESIDENCIAL CLEMENTINO POLITI,GUARIBA,14840000,AVENIDA,AVENIDA AUGUSTO RODRIGUES DE OLIVEIRA,101
guariba,MARIA HELENA MARTINEZ PROFA EMEBE,maria helena martinez profa emebe,MUNICIPAL,MARIA HELENA MARTINEZ PROFA EMEBE,79352,35079352,COHAB II,GUARIBA,14840000,AVENIDA,RUA GUIDO GARAVELLO,184
guariba,FRANCISCO ANTONIO LOUZADA EMEB,francisco antonio louzada emeb,MUNICIPAL,FRANCISCO ANTONIO LOUZADA EMEB,247686,35247686,JARDIM MONTE BELO,GUARIBA,14840000,AVENIDA,RUA VICENTE MARAFIOTTI,366
tatui,AYRTON SENNA DA SILVA NEBAM,ayrton senna da silva nebam,MUNICIPAL,AYRTON SENNA DA SILVA NEBAM,303239,35303239,CENTRO,TATUI,18270600,RUA,ORACY GOMES PROFESSOR,541
tatui,TERESINHA VIEIRA DE CAMARGO BARROS PROFA EM,teresinha vieira de camargo barros profa em,MUNICIPAL,TERESINHA VIEIRA DE CAMARGO BARROS PROFA EM,196496,35196496,JARDIM MANOEL DE ABREU,TATUI,18273045,RUA,JOSE BASTOS,100
guariba,MARLENE RIOTTO LOUZADA PROFA EMEB,marlene riotto louzada profa emeb,MUNICIPAL,MARLENE RIOTTO LOUZADA PROFA EMEB,208450,35208450,COHAB II,GUARIBA,14840000,"",DA PAZ,50
guariba,MARIA CECILIA PACIFICO DE FARIA PROFA EMEB,maria cecilia pacifico de faria profa emeb,MUNICIPAL,MARIA CECILIA PACIFICO DE FARIA PROFA EMEB,273181,35273181,COHAB II,GUARIBA,14840000,AVENIDA,AVENIDO ERNESTO DE ANGELIS,605
guariba,BARROS PROF EMEB,barros prof emeb,MUNICIPAL,BARROS PROF EMEB,298013,35298013,CENTRO,GUARIBA,14840000,AVENIDA,RUA RUI BARBOSA,269
palmares paulista,ANTONIO HUMBERTO GOMIERI VEREADOR EMEF,antonio humberto gomieri vereador emef,MUNICIPAL,ANTONIO HUMBERTO GOMIERI VEREADOR EMEF,245458,35245458,COHAB II,PALMARES PAULISTA,15828000,RUA,RUA 7 DE SETEMBRO,1153
palmares paulista,CEMEI PROFESSORA SANTA JULLIATTO,cemei professora santa julliatto,MUNICIPAL,CEMEI PROFESSORA SANTA JULLIATTO,578721,35578721,JARDIM SAO CARLOS,PALMARES PAULISTA,15828000,RUA,RUA URNBANO BRANZANI,50
suzanapolis,QUINDIM EMEI,quindim emei,MUNICIPAL,QUINDIM EMEI,97500,35097500,CENTRO,SUZANAPOLIS,15380000,RUA,RUA 21 DE ABRIL,660
tatui,SARAH DE CAMPOS VIEIRA DOS SANTOS PROFA EMEF,sarah de campos vieira dos santos profa emef,MUNICIPAL,SARAH DE CAMPOS VIEIRA DOS SANTOS PROFA EMEF,290014,35290014,CENTRO,TATUI,18275050,RUA,SETE DE MAIO,828
tatui,LYGIA RODRIGUES DEL FIOL PROFESSORA EMEI,lygia rodrigues del fiol professora emei,MUNICIPAL,LYGIA RODRIGUES DEL FIOL PROFESSORA EMEI,483461,35483461,JARDIM PLANALTO,TATUI,18278706,RUA,WILSON PRADO,98
tatui,MAGALY AZAMBUJA DE TOLEDO PROFA EM,magaly azambuja de toledo profa em,MUNICIPAL,MAGALY AZAMBUJA DE TOLEDO PROFA EM,196472,35196472,JARDIM SANTA RITA DE CASSIA,TATUI,18274200,RUA,OSMIL MARTINS,400
tatui,ALAN ALVES DE ARAUJO PROFESSOR EMEF,alan alves de araujo professor emef,MUNICIPAL,ALAN ALVES DE ARAUJO PROFESSOR EMEF,437487,35437487,BAIRRO TANQUINHO,TATUI,18274797,ESTRADA MUNICIPAL,RUA GERALDO DRAGO,50
tatui,ARTHUR AVALLONE DR ESCOLA MUN DE EDUCACAO INFANTIL,arthur avallone dr escola mun de educacao infantil,MUNICIPAL,ARTHUR AVALLONE DR ESCOLA MUN DE EDUCACAO INFANTIL,449817,35449817,JARDIM TERNURA,TATUI,18279450,RUA,VIVCE-PREFEITO NELSON FIUZA,SN
tatui,WINIE SARLI FITTS EMEI,winie sarli fitts emei,MUNICIPAL,WINIE SARLI FITTS EMEI,296260,35296260,JARDIM ROSA GARCIA,TATUI,18275600,RUA,ARNULPHO ROLF STADLER,SN
jaguariuna,SADA SALOMAO HOSSRI PROFA EM,sada salomao hossri profa em,MUNICIPAL,SADA SALOMAO HOSSRI PROFA EM,278312,35278312,SAO JOSE,JAGUARIUNA,13820000,RUA,RUA PARISI,300
